recipename,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob
pork rib stew with sage cornmeal dumplings,0.229230769,0.2,0.12,0.39625,0.261428571,0.147,0.244,0.298,0.285714286,1.7362,0.5,0.168,0.166666667,0,0.35,0.5,0.1475,0.165,364,-3.686014556,4.312556325,0.563071451
pork ribs piquant,0.46,0.55,0.28,0.330833333,0.156857143,0.113333333,0.068,0.432,0.53968254,0.0948,0.166666667,0.068,0.166666667,0.666666667,0.45,0,0.085,0.1175,490,-6.582655891,3.966111802,0.877916596
pork roast with sauerkraut and kielbasa,0.241538462,0.25,0.173333333,0.565833333,0.139142857,0.025333333,0.16,0.296,0.095238095,0.0064,0.366666667,0.054,0.166666667,0,0.3,0,0.0825,0.0925,229,-4.156981699,4.279593229,0.897381011
pork roast with thyme,0.172307692,0.2,0.22,0.102916667,0.087428571,0.002,0.004,0.436,0,0.0028,0.016666667,0.028,0.055555556,0.666666667,0.45,0,0.045,0.01,198,0.195518736,4.343136025,0.999814397
pork sausage and cabbage pitas,0.761538462,0.9,0.276666667,0.616666667,0.208857143,0.105333333,0.16,0.404,0.095238095,1.558,0.433333333,0.146,0.222222222,0.666666667,0.3,0,0.17,0.165,648,-11.94857971,4.415431611,0.898095171
pork sausages with caramelized onion sauce,0.290769231,0.15,0.066666667,0.41125,0.071428571,0.041666667,0.064,0.118,0.19047619,0.0026,0.1,0.028,0.055555556,0,0.05,0,0.0425,0.0525,239,-3.866670721,3.772843242,0.530716767
pork schnitzel with dipping sauce,0.416923077,0.4,0.326666667,0.485,0.098,0.074333333,0.02,0.418,0.031746032,0.118,0.016666667,0.065,0.055555556,0,0.35,0,0.0575,0.0725,398,-5.56901934,4.413271932,0.638260499
pork steaks,0.390769231,0.55,0.393333333,0.3,0.124857143,0.013,0.044,0.53,0.031746032,0.1236,0.116666667,0.059,0.166666667,0.666666667,0.45,0,0.0875,0.065,353,-4.425015535,4.623187965,0.642552701
pork tacos,0.278461538,0.3,0.146666667,0.051666667,0.184857143,0.091,0.108,0.262,0.063492063,0.0564,0.166666667,0.049,0.111111111,0.666666667,0.3,0,0.125,0.095,324,-2.393199865,4.1364061,0.708835415
pork tenderloin alla napoli,0.2,0.3,0.253333333,0.15875,0.102285714,0.007,0.016,0.36,0.031746032,0.0934,0.05,0.026,0.055555556,0.666666667,0.4,0.5,0.065,0.01,207,-1.646722425,4.468032771,0.994124303
pork tenderloin canton,0.310769231,0.2,0.556666667,0.134166667,0.166857143,0.049666667,0.04,0.542,0.253968254,0.5564,0.416666667,0.029,0.111111111,0.666666667,0.65,0.5,0.0975,0.045,353,-0.796144865,4.140027761,0.711066796
pork tenderloin diablo,0.216923077,0.3,0.296666667,0.092916667,0.114571429,0.006666667,0.008,0.474,0,0.0684,0.033333333,0.016,0.055555556,0.666666667,0.55,0.5,0.0725,0.01,235,-0.639996259,4.325569434,0.999817935
pork tenderloin in bourbon,0.126153846,0.15,0.316666667,0.215416667,0.134857143,0.014,0.004,0.612,0.095238095,0.0014,0.016666667,0.011,0.111111111,0.666666667,0.6,0.5,0.0975,0.0175,239,0.877393035,4.126207758,0.995363533
pork tenderloin with a honey grape sauce,0.141538462,0.15,0.28,0.230833333,0.154285714,0.058,0.028,0.554,0.476190476,0.0248,0.133333333,0.019,0.111111111,0.666666667,0.55,0.5,0.0975,0.0275,264,-0.237369124,4.232497869,0.851477684
pork tenderloin with apples,0.096923077,0.05,0.163333333,0.053333333,0.111714286,0.044,0.076,0.358,0.285714286,0.0078,0.05,0.017,0.055555556,0.666666667,0.4,0.5,0.0675,0.005,213,1.120570003,4.456214781,0.790005648
pork tenderloin with balsamic plum reduction,0.093846154,0.05,0.163333333,0.0175,0.095428571,0.041,0.016,0.354,0.380952381,0.0172,0.033333333,0.011,0.055555556,0.666666667,0.4,0.5,0.055,0.0025,176,1.193933497,4.461903243,0.682845875
pork tenderloin with creamy dijon sauce,0.136923077,0.15,0.213333333,0.164166667,0.143428571,0.020333333,0.02,0.476,0.063492063,0.0118,0.033333333,0.023,0.111111111,0.666666667,0.6,0.5,0.0775,0.0225,209,0.430181816,4.434671743,0.95824642
pork tenderloin with creamy herb sauce,0.198461538,0.3,0.27,0.04125,0.113142857,0.011,0.024,0.424,0.031746032,0.4132,0.033333333,0.048,0.111111111,0.666666667,0.4,0,0.0725,0.02,226,-0.574099816,4.385342744,0.998254626
pork tenderloin with dijon marsala sauce,0.401538462,0.7,0.543333333,0.182916667,0.205428571,0.040333333,0.004,0.652,0.126984127,0.1806,0.033333333,0.045,0.111111111,0.666666667,0.8,0.5,0.1275,0.0175,463,-4.823082528,4.448538003,0.887248053
pork tenderloin with mustard sauce,0.213846154,0.2,0.27,0.299583333,0.143428571,0.018333333,0.008,0.5,0.126984127,0.0214,0,0.028,0.111111111,0.666666667,0.6,0.5,0.095,0.01,259,-1.055268399,4.464932394,0.871477909
porketta roast,0.375384615,0.45,0.433333333,0.072916667,0.159714286,0.006,0.036,0.814,0,0.0068,0.033333333,0.068,0.111111111,0.666666667,0.7,0.5,0.0975,0.015,399,-0.365943784,4.388155484,0.887582675
port and mushroom sauce chicken,0.08,0.05,0.23,0.0675,0.142285714,0.025,0.044,0.588,0.031746032,0.0334,0.066666667,0.025,0.111111111,0,1.05,0.5,0.125,0.0425,229,2.750296875,4.480911528,0.993426774
portabella basil sub,0.290769231,0.45,0.103333333,1.333333333,0.222,0.286,0.244,0.308,0.317460317,1.0402,1.4,0.281,0.388888889,0,0.4,0,0.19,0.32,568,-12.91074891,4.108781823,0.986892434
portobello mushroom burger with bruschetta topping,0.155384615,0.2,0.053333333,0.39125,0.196,0.114666667,0.168,0.244,0.253968254,0.5002,0.566666667,0.211,0.166666667,0,0.25,0,0.1225,0.2025,269,-3.443972043,4.261884601,0.528077689
portobello mushroom fresh peppers and goat cheese pizza,0.130769231,0.15,0.036666667,0.165,0.065142857,0.079333333,0.084,0.16,0.158730159,0.1406,0.85,0.05,0.055555556,0,0.1,0,0.0275,0.0425,200,-1.785783161,4.195797799,0.708298197
portobello mushroom stroganoff,0.463076923,0.85,0.336666667,0.122916667,0.192571429,0.177666667,0.172,0.256,0.158730159,0.3092,0.15,0.148,0.166666667,0,0.5,0,0.1375,0.425,525,-9.146699296,4.643455306,0.773200447
portobello penne pasta casserole,0.327692308,0.3,0.076666667,0.337916667,0.125142857,0.107,0.116,0.32,0.158730159,0.9834,0.033333333,0.354,0.111111111,0,0.35,0,0.15,0.3075,380,-4.052064292,4.194163927,0.878542445
portobello pot pie,0.313846154,0.25,0,0.317916667,0.243714286,0.173,0.22,0.16,0.126984127,0.269,0.233333333,0.043,0.166666667,0,0.3,0,0.1225,0.1875,418,-4.798436053,4.361653828,0.999674525
portobello sandwiches,0.513846154,0.25,0.016666667,0.1775,0.207714286,0.104666667,0.14,0.156,0.222222222,0.2342,0.133333333,0.088,0.166666667,0,0.45,0,0.075,0.2125,445,-4.255539129,4.527458517,0.86469708
portobello stuffed mushroom burger,0.076923077,0.1,0.026666667,0.180416667,0.201714286,0.094666667,0.128,0.208,0.095238095,0.2966,0.066666667,0.143,0.166666667,0,0.4,0,0.09,0.245,195,-0.994164275,4.391555654,0.979706315
portofino lamb and artichoke risotto,0.369230769,0.5,0.29,0.416666667,0.156,0.198666667,0.076,0.652,0.031746032,0.0726,0.033333333,0.125,0.166666667,0,0.6,0,0.0775,0.0875,611,-5.387242821,4.433925305,0.861323195
portuguese chicken i,0.692307692,1.2,0.75,0.433333333,0.11,0.021666667,0.012,0.868,0.031746032,0.271,0.016666667,0.078,0.111111111,0,0.6,0.5,0.115,0.03,653,-10.25954231,4.138095383,0.999986145
portuguese pork with red peppers,0.116923077,0.1,0.246666667,0.17625,0.168,0.022333333,0.084,0.486,0.063492063,0.1888,1,0.035,0.111111111,0.666666667,0.6,0.5,0.105,0.04,211,0.957981889,4.175634686,0.818205345
pot pie cupcakes,0.190769231,0.2,0.073333333,0.38125,0.044285714,0.082666667,0.036,0.202,0.126984127,0.172,0.016666667,0.102,0.111111111,0,0.25,0,0.045,0.085,251,-3.603874693,4.530203865,0.711302278
pot roast,0.367692308,0.45,0.326666667,0.08375,0.326,0.136666667,0.22,0.626,0.158730159,1.2216,0.616666667,0.064,0.277777778,0,0.55,0.5,0.17,0.14,508,-2.462918941,4.020591898,0.759677979
pot roast caribe,0.526153846,0.55,0.343333333,0.37,0.356571429,0.132666667,0.272,0.658,0.349206349,1.2922,0.583333333,0.095,0.333333333,0,0.55,0.5,0.2375,0.135,595,-5.468178669,4.209829471,0.993162663
pot roast dips,0.28,0.35,0.153333333,0.559166667,0.080857143,0.237,0.152,0.5,0.158730159,0.018,0,0.343,0.277777778,0,0.45,0,0.095,0.1,559,-5.770810007,4.276379935,0.964605735
pot roast in beer,0.335384615,0.35,0.306666667,0.174166667,0.184571429,0.026666667,0.024,0.678,0.063492063,0.0158,0.033333333,0.027,0.222222222,0,0.65,0.5,0.11,0.0625,387,-0.939098371,4.260682233,0.643554235
pot roast with balsamic onions,0.246153846,0.3,0.216666667,0.03375,0.052857143,0.014,0.012,0.336,0.095238095,0,0.033333333,0.017,0.111111111,0,0.25,0,0.035,0.0175,232,-1.2699555,3.899750033,0.997322657
potato and bean enchiladas,0.087692308,0.1,0.03,0.160416667,0.138,0.138333333,0.268,0.19,0.095238095,0.1136,0.166666667,0.155,0.111111111,0,0.15,0,0.18,0.0975,247,-1.219037401,4.084233754,0.999388672
potato and pork bake,0.098461538,0.1,0.113333333,0.177083333,0.304571429,0.134666667,0.2,0.302,0.063492063,0.0016,0.7,0.04,0.111111111,0,0.35,0.5,0.15,0.0875,279,-0.808067675,4.038150496,0.979525596
potato chip chicken casserole,0.692307692,0.55,0.243333333,0.355,0.221714286,0.119333333,0.112,0.474,0.063492063,0.08,0.133333333,0.135,0.166666667,0,0.65,0.5,0.12,0.14,639,-6.861016233,4.609378609,0.734262254
potato crunchy tenders,0.395384615,0.25,0.463333333,0.39375,0.121428571,0.116,0.076,0.89,0.095238095,0.0368,0,0.097,0.111111111,0,1.25,0.5,0.11,0.03,556,-1.273805351,4.30002487,0.820895009
potato dumplings ii,0.029230769,0.05,0.206666667,0.174583333,0.040571429,0.060333333,0.04,0.086,0,0.0162,0.016666667,0.015,0.055555556,0,0.1,0,0.0125,0.09,108,-1.083926456,3.972128302,0.888610926
potato ham broccoli and cheese soup with baby dumplings,0.458461538,0.85,0.373333333,0.495416667,0.287142857,0.142666667,0.18,0.544,0.285714286,0.4892,1.15,0.509,0.166666667,0.666666667,0.45,0.5,0.1775,0.2325,544,-9.406239196,4.30782686,0.865573913
potato klubb norwegian potato dumplings,0.36,0.75,0.203333333,0.379583333,0.106,0.125666667,0.104,0.102,0.031746032,0.1422,0.25,0.031,0.111111111,0,0.2,0,0.065,0.1775,378,-9.828699003,4.371611912,0.941574254
potato rolls,0.043076923,0.05,0.03,0.069166667,0.018285714,0.071333333,0.032,0.064,0.095238095,0.006,0,0.018,0.055555556,0,0.1,0,0.02,0.135,125,-0.597886613,4.517908196,0.999456369
potato salad,0.424615385,0.2,0.176666667,0.224166667,0.162857143,0.068,0.092,0.082,0.063492063,0.0432,0.166666667,0.025,0.055555556,0,0.1,0,0.075,0.0725,339,-4.068804716,4.425895569,0.483751936
potato salad deviled eggs,0.044615385,0.05,0.31,0.021666667,0.038,0.015666667,0.024,0.072,0.031746032,0.0326,0.083333333,0.016,0.055555556,0,0.05,0,0.0225,0.04,58,-0.058892455,4.432927398,0.84379877
potato salad with smoked sausage,0.143076923,0.15,0.046666667,0.14625,0.077428571,0.031666667,0.06,0.088,0,0.015,0.3,0.006,0,0,0.05,0,0.03,0.0075,142,-1.6616447,4.403771582,0.59701136
poulet de provencal,0.153846154,0.2,0.256666667,0.161666667,0.082857143,0.027,0.052,0.602,0.063492063,0.0702,0.033333333,0.136,0.111111111,0,0.8,0.5,0.075,0.025,249,0.679350524,4.238670373,0.851584971
prawn and pine nut risotto,0.393846154,0.35,0.503333333,0.182083333,0.088571429,0.330666667,0.124,0.544,0.095238095,0.6128,0.1,0.052,0.277777778,0,0.3,0,0.145,0.0475,765,-4.866020731,4.250314612,0.646149716
prawn pasta,0.143076923,0.05,0,0.130416667,0.089714286,0.168,0.152,0.48,0.412698413,0.1466,0.666666667,0.076,0.166666667,0,0.35,0,0.08,0.05,411,0.338383225,3.772843242,0.99998228
president fords braised eye round steak,0.264615385,0.3,0.236666667,0.144583333,0.143142857,0.033333333,0.04,0.558,0.063492063,0.0122,0.066666667,0.028,0.111111111,0,0.45,0,0.09,0.07,342,-0.777686769,4.304373879,0.584576308
pressure cooker barbeque chicken,0.183076923,0.15,0.236666667,0.130416667,0.08,0.023333333,0.032,0.396,0.095238095,0.0552,0.083333333,0.02,0.055555556,0,0.45,0,0.055,0.03,218,-0.078251443,4.494360287,0.922562723
pressure cooker barbeque pork,0.327692308,0.4,0.296666667,0.22375,0.118857143,0.051333333,0.012,0.462,0.349206349,0.0214,0.016666667,0.029,0.055555556,0.666666667,0.45,0,0.0575,0.015,353,-3.410208232,4.365194126,0.717489884
pressure cooker pork tenderloin,0.163076923,0.1,0.11,0.051666667,0.066285714,0.007666667,0.008,0.238,0,0.0482,0.15,0.008,0.055555556,0,0.25,0,0.04,0.01,151,0.255180551,4.416598249,0.964631977
presto pesto hamburger mac,0.406153846,0.5,0.206666667,0.090416667,0.117428571,0.193,0.12,0.532,0.063492063,0.0634,0.033333333,0.191,0.222222222,0.666666667,0.65,0,0.1575,0.4725,581,-4.074396859,4.042611409,0.980193443
pretzel coated fried fish,0.4,0.2,0.473333333,0.395416667,0.158285714,0.102666667,0.048,0.544,0,0.0336,0.016666667,0.042,0.166666667,0,0.5,0,0.1275,0.225,469,-2.867305835,4.230933128,0.611421392
pretzel dogs,0.304615385,0.3,0.086666667,0.8175,0.053714286,0.171333333,0.072,0.252,0.095238095,0.0092,0,0.045,0.222222222,0.666666667,0.35,0,0.06,0.335,440,-7.945919129,3.9392449,0.748734342
prime rib,0.395384615,0.55,0.443333333,0.152083333,0.188285714,0.008666667,0,0.93,0,0,0,0.024,0.222222222,0,0.85,0.5,0.1125,0.0325,443,-1.143089333,4.400408618,0.573970318
prime rib its easier than you think,0.586153846,0.8,0.283333333,0.1025,0.083714286,0.001666667,0.004,0.43,0,0.0022,0,0.018,0.111111111,0,0.35,0,0.0475,0.0175,437,-6.436631303,4.399248885,0.994600406
prime rib roast,0.783076923,1,0.376666667,0.133333333,0.122571429,0.033,0.012,0.602,0.253968254,0.0012,0.016666667,0.028,0.166666667,0,0.5,0,0.08,0.0325,630,-8.525776923,4.204075191,0.99538157
prize winning baby back ribs,0.461538462,0.55,0.39,0.2425,0.134,0.056333333,0.048,0.492,0.349206349,0.2226,0.033333333,0.065,0.166666667,0,0.45,0,0.085,0.015,441,-5.181259821,4.389239397,0.862004689
proper english cottage pie,0.475384615,0.8,0.333333333,0.204583333,0.31,0.116,0.196,0.482,0.19047619,1.16,0.566666667,0.244,0.166666667,0,0.55,0.5,0.1675,0.135,512,-7.289473467,4.52914337,0.75563084
prosciutto wrapped chicken breasts with herbed goat cheese,0.369230769,0.55,0.35,0.220833333,0.114857143,0.034666667,0.032,0.712,0.19047619,0.1964,0.05,0.154,0.111111111,0,0.9,0.5,0.11,0.035,402,-3.023348899,4.46639333,0.573894174
puff pastry roll,0.429230769,0.4,0.16,0.34375,0.036571429,0.253333333,0.248,0.25,0.444444444,0.0268,0.1,0.074,0.166666667,0,0.25,0,0.05,0.155,591,-7.195750384,4.27100854,0.850173701
puff pastry salmon,0.672307692,0.55,0.183333333,0.220416667,0.188285714,0.129666667,0.092,0.67,0.031746032,0.5844,0.166666667,0.179,0.222222222,0,0.8,0.5,0.185,0.325,685,-4.784894172,4.434308149,0.718188011
puffed cauliflower cheese,0.429230769,0.85,0.75,0.188333333,0.154857143,0.052666667,0.128,0.374,0.19047619,0.202,0.883333333,0.379,0.111111111,0,0.25,0,0.1,0.2575,382,-8.12984826,4.478444895,0.661126689
pulled pork yall,0.372307692,0.4,0.296666667,0.302916667,0.133142857,0.082333333,0.02,0.466,0.603174603,0.0458,0.016666667,0.044,0.111111111,0.666666667,0.45,0,0.07,0.0175,418,-4.487876937,4.416463992,0.92357218
pumpkin pasta,0.067692308,0.1,0.023333333,0.208333333,0.069714286,0.151,0.344,0.248,0.158730159,1.9336,0.05,0.145,0.166666667,0,0.2,0,0.16,0.0425,255,-1.126035668,4.206295398,0.999993964
purple apple slaw with peanut butter dressing,0.316923077,0.15,0,0.223333333,0.102571429,0.077,0.144,0.106,0.507936508,0.161,0.716666667,0.053,0.055555556,0,0.15,0,0.1,0.0675,282,-3.24653968,3.831709702,0.999983152
purple cabbage salad,0.355384615,0.1,0,0.006666667,0.075714286,0.069666667,0.092,0.064,0.53968254,0.2266,0.833333333,0.032,0.055555556,0,0.05,0,0.09,0.0475,291,-1.926441175,4.165329597,0.999999515
puttanesca i,0.523076923,0.25,0.146666667,0.303333333,0.124857143,0.129,0.164,0.186,0.095238095,0.2156,0.233333333,0.044,0.166666667,0,0.25,0,0.1125,0.29,490,-5.114707661,4.510398887,0.963721916
putzwutz,0.552307692,0.8,0.53,0.672916667,0.252,0.192666667,0.172,0.756,0.317460317,0.156,0.333333333,0.371,0.277777778,0.666666667,0.85,0.5,0.2125,0.405,702,-9.78701978,4.083009792,0.995846364
quick and easy carrot and chickpea salad,0.176923077,0.1,0,0.20125,0.111428571,0.098666667,0.248,0.114,0.095238095,1.8758,0.233333333,0.062,0.111111111,0,0.1,0.5,0.1,0.205,239,-1.878181004,3.890219654,0.999972138
quick and easy chicken,0.127692308,0.05,0.226666667,0.272916667,0.119428571,0.054666667,0.028,0.566,0.412698413,0.0266,0.15,0.026,0.055555556,0,0.95,0.5,0.1075,0.0325,255,0.618742159,4.490533662,0.521048469
quick and easy chicken and stuffing casserole,0.518461538,0.9,0.44,0.517916667,0.087428571,0.151666667,0.068,0.486,0.095238095,0.1834,0,0.087,0.166666667,0.666666667,0.65,0,0.1125,0.2875,585,-10.74997979,4.236529421,0.58966113
quick and easy chicken divan,0.795384615,0.75,0.306666667,0.517916667,0.118857143,0.186666667,0.14,0.552,0.095238095,0.4452,0.716666667,0.247,0.222222222,0,0.75,0.5,0.14,0.35,799,-10.07708348,4.025658351,0.745125971
quick and easy grilled cheese,0.495384615,1,0.3,0.32375,0.047428571,0.091333333,0.084,0.368,0.095238095,0.2908,0.116666667,0.521,0.166666667,0,0.3,0,0.0875,0.195,470,-10.29280887,4.266904641,0.850962382
quick and easy hamburger stroganoff,0.466153846,0.65,0.47,0.735416667,0.153428571,0.226,0.148,0.552,0.158730159,0.1042,0.05,0.103,0.333333333,0.666666667,0.75,0,0.175,0.4875,655,-10.0154239,4.373150098,0.738993583
quick and easy mexican chicken,0.170769231,0.3,0.326666667,0.267083333,0.152,0.016333333,0.044,0.708,0.063492063,0.1002,0.05,0.239,0.111111111,0,1,0.5,0.13,0.03,264,-0.207897043,4.354797246,0.764633162
quick and easy shrimp fajitas,0.147692308,0.1,0.383333333,0.421666667,0.095142857,0.149,0.136,0.376,0.158730159,0.1656,0.75,0.123,0.222222222,0,0.45,0,0.1075,0.23,348,-2.625522161,4.236057557,0.879695962
quick and easy tuna casserole,0.372307692,0.6,0.373333333,0.761666667,0.137428571,0.239333333,0.204,0.768,0.317460317,0.5366,0.216666667,0.329,0.333333333,0.666666667,0.95,0,0.1875,0.4875,662,-8.124209475,4.405963463,0.918102146
quick and easy vegetable curry,0.053846154,0.05,0,0.11125,0.079428571,0.052333333,0.184,0.07,0.126984127,0.6818,0.316666667,0.04,0.111111111,0,0.05,0,0.0675,0.0675,103,-0.451076617,4.127166559,0.999978045
quick beef stir fry,0.243076923,0.2,0.163333333,0.219166667,0.160857143,0.030333333,0.12,0.452,0.095238095,1.254,1.166666667,0.092,0.166666667,0,0.45,0.5,0.1275,0.135,267,-0.735267187,4.328575016,0.698862773
quick black beans and rice,0.081538462,0,0,0.23,0.074285714,0.159333333,0.352,0.2,0.158730159,0.0402,0.166666667,0.094,0.222222222,0,0.05,0,0.04,0.0275,271,-0.805225076,4.374423454,1
quick brownbag burritos,0.072307692,0.15,0.043333333,0.260416667,0.066857143,0.143333333,0.132,0.21,0.031746032,0.1014,0.016666667,0.214,0.166666667,0,0.15,0,0.08,0.2325,301,-2.276612799,4.42848358,0.961226374
quick bruschetta chicken bake,0.130769231,0.2,0.3,0.52375,0.142,0.086333333,0.072,0.784,0.158730159,0.1686,0.116666667,0.373,0.222222222,0,1.1,0.5,0.135,0.145,349,-0.943236968,4.289703298,0.927546482
quick catfish fillets,0.267692308,0.15,0.28,0.089166667,0.124285714,0.028,0.012,0.514,0,0.0132,0.016666667,0.015,0.111111111,0.666666667,0.45,0,0.0925,0.0725,299,0.552193351,3.91010218,0.999102856
quick cheeseburger pie,0.5,0.65,0.226666667,0.209166667,0.067142857,0.073666667,0.036,0.408,0.031746032,0.0546,0.016666667,0.238,0.111111111,0,0.4,0,0.0725,0.135,466,-6.196258481,4.452362051,0.543170668
quick chick,0.058461538,0.05,0.113333333,0.270416667,0.104857143,0.027333333,0.088,0.31,0.126984127,0.0296,0.1,0.036,0.055555556,0,0.5,0,0.0825,0.0725,129,-0.012330981,4.399102128,0.855576561
quick chicken and wine,0.187692308,0.35,0.446666667,0.096666667,0.071428571,0.003666667,0,0.458,0,0.0728,0.016666667,0.096,0.055555556,0,0.65,0,0.0725,0.03,224,-1.240079864,4.338819259,0.999971842
quick chicken marsala,0.073846154,0.1,0.253333333,0.189583333,0.099714286,0.037,0.016,0.564,0.126984127,0.0774,0.016666667,0.018,0.055555556,0,0.95,0.5,0.095,0.0125,262,1.208482988,4.446225967,0.975811111
quick chicken with asparagus and provolone,0.5,0.45,0.616666667,0.485833333,0.153428571,0.081,0.1,0.858,0.063492063,0.1976,0.3,0.31,0.222222222,0,1.15,0.5,0.145,0.3525,563,-3.882167821,4.390601256,0.513903658
quick crescent taco pie,0.529230769,0.75,0.286666667,0.422083333,0.077142857,0.089,0.028,0.474,0.126984127,0.0938,0,0.208,0.166666667,0,0.35,0,0.085,0.0375,521,-8.333974844,4.37911478,0.829101732
quick edamame salad,0.087692308,0.05,0,0.0775,0.099428571,0.055666667,0.18,0.144,0.095238095,0.1372,0.266666667,0.072,0.111111111,0,0.15,0,0.095,0.21,138,0.078739731,4.515213843,0.999515482
quick fish tacos,0.233846154,0.2,0.156666667,0.200416667,0.221428571,0.129666667,0.144,0.602,0.126984127,0.2432,0.583333333,0.17,0.166666667,0,0.45,0.5,0.1525,0.2425,416,-0.551396549,4.166700482,0.885490126
quick hawaiian haystacks,0.358461538,0.5,0.163333333,0.32875,0.108571429,0.176,0.164,0.46,0.222222222,0.1158,0.466666667,0.177,0.222222222,0,0.45,0,0.16,0.19,512,-5.654074704,3.980323806,0.958350455
quick homestyle chicken and biscuits,0.173846154,0.2,0.103333333,0.392916667,0.211714286,0.155333333,0.16,0.276,0.222222222,1.0584,0.4,0.074,0.111111111,0,0.4,0.5,0.125,0.145,341,-3.741809459,4.397647235,0.632888459
quick italian skillet dinner,0.269230769,0.35,0.14,0.421666667,0.065428571,0.102333333,0.088,0.358,0.095238095,0.0308,0.183333333,0.169,0.111111111,0,0.35,0,0.05,0.185,358,-4.587325404,4.143095461,0.809438107
quick mediterranean chicken,0.203076923,0.1,0.33,0.709166667,0.206,0.066333333,0.192,0.83,0.349206349,0.1336,0.25,0.13,0.277777778,0,1.4,0.5,0.175,0.09,368,-1.048065835,3.954126301,0.457835863
quick pizza sandwiches,0.253846154,0.3,0.06,0.274583333,0.024285714,0.08,0.012,0.222,0.158730159,0.0472,0.016666667,0.224,0.111111111,0,0.1,0,0.0225,0.01,296,-3.907799069,4.093458728,0.872460414
quick sausage and bell pepper calzones,0.369230769,0.45,0.183333333,0.373333333,0.096,0.094333333,0.104,0.362,0.158730159,0.13,0.65,0.209,0.166666667,0,0.3,0,0.06,0.155,400,-5.4614279,4.134919438,0.923899343
quick tuna casserole,0.109230769,0.1,0.086666667,0.4425,0.144,0.153666667,0.128,0.562,0.253968254,0.0744,0.083333333,0.094,0.222222222,0.666666667,0.8,0,0.0725,0.185,363,-1.258254539,4.430487463,0.658486011
quick tuna salad,0.090769231,0.05,0.086666667,0.1,0.044571429,0.014666667,0.004,0.334,0.126984127,0.0194,0,0.007,0.055555556,0,0.6,0,0.045,0.0075,142,1.085765195,4.409853938,0.880292925
quick turkey and rice,0.075384615,0.05,0.176666667,0.0825,0.143142857,0.156,0.088,0.456,0.126984127,0.0562,0.433333333,0.055,0.222222222,0,0.55,0.5,0.125,0.25,328,0.741226677,4.243266598,0.625897665
quick weekday pasta,0.1,0.1,0.12,0.264583333,0.096285714,0.172333333,0.196,0.496,0.158730159,0.3962,0.733333333,0.166,0.166666667,0,0.5,0,0.135,0.3875,365,-0.569545689,4.431090542,0.541358421
quick weeknight skillet chicken,0.164615385,0.1,0.21,0.1975,0.239714286,0.261,0.344,0.844,0.253968254,1.0984,0.433333333,0.136,0.333333333,0,1,0.5,0.2,0.5175,593,0.976925675,3.772843242,0.843578906
quinoa black bean burgers,0.163076923,0.1,0.123333333,0.282916667,0.109428571,0.096333333,0.288,0.186,0.031746032,0.0156,0.283333333,0.069,0.166666667,0,0.15,0,0.14,0.2175,245,-1.916284161,4.367719793,0.951006319
quinoa burgers,0.08,0.1,0.286666667,0.1125,0.028285714,0.074666667,0.096,0.162,0.063492063,0.0272,0.033333333,0.074,0.111111111,0,0.1,0,0.0325,0.07,169,-1.030288136,4.226578176,0.510440299
quinoa chard pilaf,0.072307692,0.05,0,0.134583333,0.131428571,0.122,0.248,0.192,0.095238095,0.4484,0.166666667,0.051,0.166666667,0,0.15,0,0.2775,0.2225,224,-0.423963159,4.407257561,0.999996943
quinoa chicken,0.109230769,0.05,0.236666667,0.27625,0.132,0.075333333,0.116,0.608,0.031746032,0.059,0.083333333,0.043,0.111111111,0,0.9,0.5,0.22,0.1575,280,1.14016208,4.459340918,0.579945907
quinoa salad with mint almonds and cranberries,0.344615385,0.1,0.006666667,0.219583333,0.140857143,0.172,0.332,0.232,0.380952381,1.1498,0.733333333,0.094,0.111111111,0,0.1,0,0.17,0.095,436,-2.616349124,4.069747025,0.999810758
quinoa tabbouleh salad,0.084615385,0.05,0,0.074166667,0.052,0.041,0.068,0.052,0.063492063,0.1194,0.166666667,0.022,0.055555556,0,0.05,0,0.0875,0.0925,107,-0.460421972,3.873436213,0.999671146
quinoa tuna casserole,0.118461538,0.15,0.09,0.138333333,0.067428571,0.067666667,0.092,0.14,0.063492063,0.0334,0.033333333,0.028,0.111111111,0,0.15,0,0.13,0.1375,176,-1.591474292,4.350951445,0.531409473
quinoa vegetable salad,0.069230769,0.05,0,0.246666667,0.076,0.076333333,0.108,0.092,0.063492063,0.2858,0.25,0.026,0.111111111,0,0.1,0,0.155,0.1525,148,-1.472764471,4.420565658,0.999323948
quinoa with chicken asparagus and red peppers,0.123076923,0.05,0.16,0.219583333,0.059142857,0.098,0.18,0.482,0.063492063,0.1438,0.35,0.016,0.055555556,0,0.45,0,0.05,0.0625,291,0.618395823,4.264644576,0.51438399
quinoa with ground turkey,0.232307692,0.2,0.256666667,0.12625,0.117714286,0.108666667,0.128,0.492,0.095238095,0.1262,0.45,0.041,0.166666667,0,0.4,0,0.1925,0.17,330,-0.710057256,3.94233531,0.826705374
