recipename,labels,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob,Carb_std,Protein_std,VitA_std,VitC_std,Calcium_std,Iron_std,Thiamin_std,Niacin_std,VitB6_std,Magnesium_std,Folate_std,Potassium_std,Dietary Fiber_std,Total Fat_std,Saturated Fat_std,Cholesterol_std,Sodium_std,Sugars_std,Carb_BNI,Protein_BNI,VitA_BNI,VitC_BNI,Calcium_BNI,Iron_BNI,Thiamin_BNI,Niacin_BNI,VitB6_BNI,Magnesium_BNI,Folate_BNI,Potassium_BNI,Dietary Fiber_BNI,Total Fat_BNI,Saturated Fat_BNI,Cholesterol_BNI,Sodium_BNI,Sugars_BNI,BNI
lemongrass ground beef skewers,8,24.80000003,9,111,709.0000008,494.9999985,8.3000001,0.6,64.2,1.999999985,3.2,3,39,5.999999994,0,13,0,36,46,392,-2.991311085,4.47559577,0.473716959,48.69898018,376.6836735,18.7755102,17.60204082,228.8265306,35.2040816,0,76.2755102,0,211.2244898,269.8979592,2904.336726,3.520408163,145.5102043,52.80612245,651.2755102,4159.948984,11.73469379,0.81164967,10,0.011734694,1.466836735,0.880102041,5,0,5,0,2.640306122,1.686862245,4.149052466,0.704081633,0,0,0,0,3.137350193,35.4879758
lemony steamed fish,4,1.100000005,0,60.9999999,184.0000008,605.9999995,1.8999999,0.3,59.4,1.000000008,230.4,7.00000002,37.7,1.500000012,0,8,1.25,40,22,142,3.531823356,4.299460632,0.800908177,30.77464627,962.1126761,3731.830986,113.380282,610.6338028,24.29577484,0,129.5774648,20.24647887,647.8873239,356.3380282,9815.49295,4.85915493,17.81690149,0,988.0281674,2980.281703,16.19718323,0.512910771,10,2.332394366,5,2.348591549,4.499217563,0,5,5,5,2.227112676,5,0.971830986,3.629469116,5,0,0,2.429018535,58.95054556
lentil and buckwheat salad,3,8.900000005,1,23.0000001,415.0000008,543.9999985,38.6000001,11.5,22.4,5.000000009,8315.2,6,79.3,4.500000009,0,4,0,90,278,271,-0.586920072,3.930958552,0.999963581,327.6014769,190.1107011,70571.80812,50.92250923,673.0258303,38.191882,0,33.94833948,0,763.8376384,2359.409594,4616.974157,97.60147601,75.53505539,8.487084871,195.2029529,3522.140228,42.43542443,10,10,5,4.243542435,2.588560886,5,0,5,0,5,5,5,5,0,2.878228782,1.746617452,0,0,64.7103321
lentil cakes patties,4,11.10000002,2,47.0000001,682.9999992,361.9999985,37.8,7.4,24.6,4.000000001,476.8,1.99999998,97.5,10.5,0,5,0,57,330,289,-1.960324215,4.315362764,0.739102366,300.8304498,195.7785467,3794.602076,15.91695486,775.9515571,83.56401386,0,39.79238754,0,453.633218,2626.297578,2880.968846,58.89273356,88.33910047,15.91695502,374.0484437,5435.640132,31.83391004,10,10,2.371626298,1.326412905,2.984429066,5,0,5,0,5,5,4.11566978,5,0,1.020761246,0,0,0,56.81889929
lentil ham soup,1,5.399999995,2,15.9999999,694.0000008,427,19.4000001,8.4,26,2.999999993,4899.2,13.00000002,44.2,2.999999997,0,4,0,39,252,178,-0.831547645,4.164589803,0.99618871,250.6741586,335.9550562,63304.26966,167.9775283,571.1235955,38.76404491,0,51.68539326,0,503.9325843,3256.179775,5517.41573,108.5393258,69.77528083,25.84269663,206.7415717,8967.415741,38.76404485,4.177902643,10,5,5,2.196629213,5,0,5,0,5,5,5,5,0,0,1.554307138,0,0,56.37453186
lentil salad with a persian twist,3,9.20000003,1,0,85.9999992,210.999999,15,6,10.6,4.000000001,640,10.00000002,23.4,0,0,0,0,14,28,159,0.018065933,4.025658351,0.999986941,216.9811321,153.3333333,9257.861635,144.6540883,338.490566,0,0,0,0,202.5157233,405.0314465,3052.201243,86.79245283,133.0817614,14.46540881,0,1244.025146,57.86163523,3.616352201,10,5,5,1.301886792,0,0,0,0,2.531446541,2.531446541,4.360287491,5,0,1.383647799,5,2.408280947,0,43.13334831
lentils and rice with fried onions mujadarrah,5,22.1,3,0,312,648.9999985,69.0999999,10.6,34.6,4.000000001,232,3,96.2,7.500000006,0,2,0,15,178,535,-1.988149687,4.238083322,0.999997938,297.0654201,148.7476636,997.3831776,12.89719626,413.5700935,32.24299068,0,8.598130841,0,64.48598131,765.2336449,2790.093451,45.57009346,95.00934579,12.89719626,0,1341.308411,17.19626168,4.951090336,10,0.623364486,1.074766355,1.590654206,5,0,2.14953271,0,0.806074766,4.78271028,3.985847788,5,0,1.775700935,5,2.205607477,2.270434653,46.21578399
lentils and spinach,4,4.29999999,1,0,639,580.000001,24,10.4,19.4,2.999999993,13348.8,10.00000002,169,5.999999994,0,3,0,91,458,165,-0.567927468,4.51979038,0.999999999,334.5454545,270.4242424,186074.1818,139.3939397,2355.757576,83.63636355,0,41.81818182,0,1268.484848,6384.242424,8084.848499,144.969697,59.9393938,13.93939394,0,8907.272727,41.81818171,10,10,5,5,5,5,0,5,0,5,5,5,5,0.3892774,1.515151515,5,0,0,66.90442892
lettuce leaf tacos,4,38.89999997,18,128.0000001,1222.999999,583.0000015,14.4,2.5,69,5.999999985,4342.4,40.00000002,575.9,4.500000009,0,12,0,48,154,550,-8.768500631,4.349537281,0.668522354,60.21818182,288.5454545,18159.12727,167.2727274,2408.309091,18.81818186,0,50.18181818,0,200.7272727,644,2438.000006,10.45454545,162.6727271,75.27272727,535.2727277,5114.363633,25.09090903,1.003636364,10,5,5,5,3.484848492,0,5,0,2.509090909,4.025,3.482857152,2.090909091,0,0,0,0,1.017316027,47.61365803
light and delicious lasagna,4,12.60000001,4,56.0000001,862.9999992,833.999999,26.4,4.2,68,9.999999986,6219.2,31.99999998,746.2,8.999999991,0,7,0,53,148,351,-0.649365345,3.954512193,0.800749558,172.991453,445.5840456,40752.59259,209.6866096,4889.62963,58.97435892,0,45.86894587,0,347.2934473,969.8005698,5464.957258,27.52136752,82.56410263,26.21082621,366.9515676,5654.98575,65.52706543,2.883190883,10,5,5,5,5,0,5,0,4.341168091,5,5,5,0,0,0,0,0,57.22435897
light and easy greek potato salad,3,6.89999999,1,0,150,283.0000005,10.4000001,1.2,2.4,1.000000008,83.2,6,14.3,1.500000012,0,1,0,14,26,105,-0.585651385,4.103352176,0.999821687,227.809526,52.57142857,1822.47619,131.4285714,313.2380952,32.85714312,0,21.9047619,0,306.6666667,569.5238095,6199.04763,26.28571429,151.1428569,21.9047619,0,3285.714286,21.90476208,3.796825433,7.885714286,1.139047619,5,1.204761905,5,0,5,0,3.833333333,3.55952381,5,5,0,0,5,0,1.523053638,47.94226002
light southwestern tomato pasta,7,21.90000001,3,96,64.9999992,515.9999985,80.3000001,7.3,34.4,6.999999993,2617.6,22.99999998,93.6,5.999999994,1.133333334,7,0,74,420,582,-2.331880803,3.983265692,0.977549271,317.3367702,135.9450172,10344.46735,90.89347071,369.8969072,23.71134018,4.478808708,27.66323024,0,292.4398625,1659.793814,2039.175252,28.84879725,86.54639177,11.8556701,379.3814433,256.8728491,27.66323021,10,10,5,5,1.422680412,4.390988923,5,5,0,3.655498282,5,2.913107503,5,0,2.036082474,0,4.464848231,0.609011077,69.4922169
light spaghetti salad,3,0.999999975,0,0,814.0000008,158.9999985,56.1999999,4,14.4,5.999999985,673.6,15,22.1,2.999999997,0,3,0,31,216,268,-2.131363963,4.280194095,1,482.313432,123.5820896,5780.895522,128.7313433,189.6641791,25.74626863,0,25.74626866,0,266.0447761,1853.731343,1364.552226,34.32835821,8.582089338,0,0,6985.820902,51.49253718,10,10,3.613059701,5,0.729477612,4.767827524,0,5,0,3.325559701,5,1.949360323,5,4.339839282,5,5,0,0,63.72512414
lighter lasagna,4,9.20000003,4,74.0000001,663,494.9999985,24,2.6,50.8,5.999999985,13353.6,18,469.3,4.500000009,0,7,0,49,154,263,-1.017320596,4.230480934,0.835255948,209.8859316,444.2585551,116780.5323,157.4144487,4104.144487,39.35361225,0,61.21673004,0,428.5171103,1346.768061,4328.897325,22.73764259,80.45627403,34.98098859,647.1482898,5798.098859,52.47148276,3.498098859,10,5,5,5,5,0,5,0,5,5,5,4.547528517,0,0,0,0,0,58.04562738
lighter mexican meatloaf,4,8.19999999,2,75,1312.000001,912.0000015,37.4000001,6.7,67.2,5.000000009,936,15,117,5.999999994,0,17,1.25,80,162,354,-0.937855793,4.413071096,0.496955715,242.9943509,436.6101695,6081.355932,97.45762712,760.1694915,38.98305081,0,110.4519774,8.121468927,519.7740113,1052.542373,5925.423739,43.53107345,53.27683609,12.99435028,487.2881356,8524.293791,32.48587576,4.049905849,10,3.800847458,5,2.923728814,5,0,5,5,5,5,5,5,0.901781839,1.751412429,0,0,0,63.42767639
lime chicken and mushroom pasta,7,12.80000001,2,41.0000001,46.0000008,648.9999985,62.6000001,4.8,56.8,5.999999985,1955.2,91.99999998,54.6,5.999999994,0,16,0,64,372,466,0.653943861,4.391037111,0.958841339,308.9699576,280.3433476,9650.128755,454.0772531,269.4849785,29.61373388,0,78.96995708,0,315.8798283,1836.051502,3203.218877,23.69098712,63.17596569,9.871244635,202.3605155,227.0386306,29.61373383,10,10,5,5,1.036480687,5,0,5,0,3.948497854,5,4.576026967,4.738197425,0.140310332,2.532188841,1.627324741,4.527002853,0.299407328,66.79811229
lime chicken picante,4,6.800000025,3,72.9999999,463.9999992,254.0000015,5.7999999,0.7,47.8,1.999999985,352,4.99999998,52,1.500000012,0,11,0,25,12,184,0.365125613,4.388505878,0.983006411,72.49999875,597.5,4400,62.49999975,650,18.75000015,0,137.5,0,312.5,150,3175.000019,8.75,85.00000031,37.5,912.4999988,5799.99999,24.99999981,1.208333313,10,2.75,5,2.5,3.47222225,0,5,0,3.90625,0.9375,4.535714313,1.75,0,0,0,0,1.031746062,42.09176594
lime chicken soft tacos,4,6.800000025,2,36.9999999,433.0000008,199.9999995,18.9,1.4,32.4,1.999999985,299.2,4.00000002,101.4,2.999999997,0,6,0,22,80,204,-0.289380145,4.681860635,0.86815487,213.0882353,365.2941176,3373.333333,45.09803944,1143.235294,33.82352938,0,67.64705882,0,248.0392157,901.9607843,2254.901955,15.78431373,76.66666695,22.54901961,417.1568616,4881.862754,22.54901943,3.551470588,10,2.108333333,3.758169953,4.397058824,5,0,5,0,3.100490196,5,3.221288507,3.156862745,0,0,0,0,1.420790566,49.71446471
lime curry tofu stir fry,4,38.80000001,21,0,856.0000008,805,20.9000001,3.6,36.8,9.999999986,2305.6,63,328.9,8.999999991,0,6,0,139,172,425,-10.81438482,4.385948607,0.983810019,113.1058829,199.1529412,12477.36471,340.9411765,1779.929412,48.7058823,0,32.47058824,0,752.2352941,930.8235294,4356.470588,19.48235294,209.9764706,113.6470588,0,4632.470593,54.11764698,1.885098048,10,5,5,5,5,0,5,0,5,5,5,3.896470588,0,0,5,0,0,55.78156864
lime spareribs,4,59.99999999,18,180.9999999,1240.000001,662.9999985,8.7,0.6,72.8,5.999999985,9.6,9,57.2,4.500000009,1.133333334,17,1.25,44,14,725,-9.897144256,4.080739275,0.999987653,27.6,230.9517241,30.45517241,28.55172414,181.462069,14.2758621,3.595402301,53.93103448,3.965517241,139.5862069,44.4137931,2103.31034,1.903448276,190.3448276,57.10344828,574.2068962,3933.793106,19.03448271,0.46,10,0.019034483,2.379310345,0.697931034,2.643678166,5,5,5,1.744827586,0.277586207,3.004729057,0.380689655,0,0,0,0,1.978653538,38.58644007
lime tarragon grilled chicken,4,33.8,7,93.9999999,510,272.000001,2.3000001,0.2,51.2,0,321.6,7.00000002,29.9,2.999999997,0,11,0,24,20,418,-2.646606909,4.151949744,0.995240294,12.65550294,281.722488,1769.569378,38.51674652,164.5215311,16.50717702,0,60.52631579,0,132.0574163,110.0478469,1496.650723,1.100478469,185.9808612,38.51674641,517.2248798,2806.220096,0,0.210925049,10,1.105980861,3.209728877,0.63277512,3.056884633,0,5,0,1.650717703,0.687799043,2.138072462,0.220095694,0,0,0,0,5,32.91297944
limehouse chicken,6,16.50000001,3,42.9999999,622.9999992,171.0000005,12.0999999,0.9,25.2,5.000000009,1113.6,4.99999998,26,1.500000012,0,6,0,17,38,261,-2.083209363,4.590850643,0.878866514,106.6283516,222.0689655,9813.333333,44.06130251,229.1187739,13.21839091,0,52.87356322,0,149.8084291,334.8659004,1506.896556,7.931034483,145.4022989,26.43678161,378.9272022,5490.038307,44.06130276,1.777139193,10,5,3.671775209,0.881226054,2.447850169,0,5,0,1.872605364,2.092911877,2.152709366,1.586206897,0,0,0,0,0,36.48242413
lindas lasagna,4,21.79999998,11,104.0000001,1626,891.0000015,38.1999999,4.1,76.4,9.000000009,2297.6,15,760.5,5.999999994,0,12,0,71,172,494,-6.056711769,4.62133827,0.60933421,177.8542505,355.708502,10697.32794,69.83805668,3540.789474,27.93522264,0,55.87044534,0,330.5668016,800.8097166,4148.380574,19.08906883,101.4979756,51.2145749,484.2105268,7570.445344,41.90283405,2.964237509,10,5,5,5,5,0,5,0,4.13208502,5,5,3.817813765,0,0,0,0,0,55.91413629
linguine pasta with shrimp and tomatoes,7,16.10000002,4,125.0000001,231,605.9999995,61.5,4,53.2,5.999999985,2006.4,16.99999998,96.2,5.999999994,0,7,0,81,338,520,-1.421993171,4.295044614,0.891099319,272.0192308,235.3076923,8874.461538,75.1923076,425.5,26.53846151,0,30.96153846,0,358.2692308,1495,2680.384613,17.69230769,71.21153855,17.69230769,552.8846158,1021.730769,26.53846147,4.533653846,10,5,5,1.636538462,4.91452991,0,5,0,4.478365385,5,3.829120876,3.538461538,0,0.576923077,0,2.871394231,0.787545798,57.16653312
linguine with asparagus bacon and arugula,4,30.89999998,7,21,265.9999992,448,70.5,4.5,34.8,5.000000009,1633.6,13.00000002,102.7,5.999999994,0,8,0,67,466,619,-4.512095896,4.08912235,0.807925268,261.9547658,129.3053312,6069.919225,48.30371574,381.5993538,22.29402259,0,29.72536349,0,248.9499192,1731.502423,1664.620355,16.72051696,114.8142164,26.00969305,78.02907916,988.3683331,18.57835221,4.365912763,10,3.793699515,4.025309645,1.467689822,4.128522703,0,5,0,3.11187399,5,2.378029079,3.344103393,0,0,3.699515347,2.940899306,2.051055204,51.60709542
linguine with chicken and vegetables in a cream sauce,4,24.50000001,14,108,223.9999992,310.0000015,44.4,3.1,47.8,1.000000008,1532.8,15,218.4,4.500000009,0,10,0,51,236,506,-5.758880208,4.443303555,0.934610797,201.8181818,217.2727273,6967.272727,68.18181818,992.7272727,20.4545455,0,45.45454545,0,231.8181818,1072.727273,1409.090916,14.09090909,111.3636364,63.63636364,490.9090909,1018.181815,4.545454582,3.363636364,10,4.354545455,5,3.818181818,3.787878795,0,5,0,2.897727273,5,2.012987023,2.818181818,0,0,0,2.878787886,4.278499273,55.2104257
linguine with portobello mushrooms,4,4.80000001,1,0,151.9999992,384.000001,44.6000001,2.8,18,2.999999993,17.6,1.00000002,24.7,2.999999997,0,6,0,33,250,250,-0.505264469,4.2797592,0.999890138,410.3200009,165.6,161.92,9.200000184,227.24,27.59999997,0,55.2,0,303.6,2300,3532.800009,25.76,44.16000009,9.2,0,1398.399993,27.59999993,10,10,0.1012,0.766666682,0.874,5,0,5,0,3.795,5,5,5,1.603076916,2.7,5,2.086666682,0.61904763,57.54565791
linguine with scampi,4,37.50000001,23,264,450,366.0000015,63,3,60.8,2.999999993,2403.2,10.00000002,93.6,7.500000006,0,12,0,73,354,701,-11.28248309,4.408624525,0.999875286,206.7047076,199.4864479,7884.964337,32.81027111,307.1041369,24.6077033,0,39.37232525,0,239.5149786,1161.483595,1200.855925,9.843081312,123.0385164,75.4636234,866.1911555,1476.462197,9.843081288,3.445078459,10,4.92810271,2.734189259,1.181169757,4.556982093,0,5,0,2.993937233,5,1.715508464,1.968616262,0,0,0,1.92403709,3.437606145,48.88522747
linguine with spinach and brie,4,23.20000001,7,27.9999999,304.9999992,262.9999995,41.7999999,2.2,26,1.999999985,2352,4.00000002,59.8,2.999999997,0,6,0,44,294,424,-3.962230053,4.312556325,0.561164368,226.7452825,141.0377358,12758.49057,21.69811332,324.3867925,16.27358489,0,32.54716981,0,238.6792453,1594.811321,1426.650941,11.93396226,125.8490566,37.97169811,151.8867919,1654.481128,10.84905652,3.779088041,10,5,1.80817611,1.247641509,3.013626831,0,5,0,2.983490566,5,2.038072772,2.386792453,0,0,2.468553468,1.553164317,3.277927537,47.08798014
lisas easy chicken,6,8.59999998,1,68.0000001,1810.000001,690.9999985,10.2,2.9,58.2,5.000000009,1912,64.99999998,62.4,2.999999997,0,20,1.25,56,64,235,-1.71282382,4.117481324,0.68248138,99.82978723,569.6170213,18713.19149,636.1702126,610.7234043,29.3617021,0,195.7446809,12.23404255,548.0851064,626.3829787,6762.978709,28.38297872,84.17021257,9.787234043,665.5319159,17714.89362,48.9361703,1.663829787,10,5,5,2.34893617,5,0,5,5,5,3.914893617,5,5,0,2.553191489,0,0,0,60.48085106
lisas favorite carne asada marinade,4,13.99999998,3,24.9999999,640.0000008,308.999999,5.7,1,30,1.999999985,1384,16.99999998,40.3,2.999999997,0,6,0,25,34,207,-1.35128924,4.653516183,0.926930635,63.33333333,333.3333333,15377.77778,188.8888887,447.7777778,33.3333333,0,66.66666667,0,277.7777778,377.7777778,3433.333322,11.11111111,155.5555553,33.33333333,277.7777767,7111.11112,22.22222205,1.055555556,10,5,5,1.722222222,5,0,5,0,3.472222222,2.361111111,4.904761889,2.222222222,0,0,0.370370389,0,1.472663167,47.21075839
lisas lasagna,4,28.6,14,126,742.9999992,905.0000015,36.5000001,3.6,69.6,9.000000009,2211.2,25.99999998,549.9,5.999999994,0,13,0,68,174,538,-5.940187799,3.916893761,0.540536795,156.0408926,297.5464684,9453.085502,111.1524163,2350.873606,25.6505576,0,55.57620818,0,290.7063197,743.866171,3868.959114,15.39033457,122.267658,59.85130112,538.66171,3176.394049,38.47583647,2.600681544,10,5,5,5,4.750103258,0,5,0,3.633828996,4.649163569,5,3.078066914,0,0,0,0,0,53.71184428
lite sausage primavera,4,27.60000003,9,60.9999999,1762.999999,196,43.8999999,4.6,51.8,1.999999985,1865.6,34.00000002,37.7,2.999999997,0,3,0,36,220,531,-7.215926249,3.983265692,0.944318192,190.1506587,224.3691149,8080.753296,147.2693033,163.2956685,12.99435027,0,12.99435028,0,155.9322034,952.9190207,848.9642185,19.92467043,119.5480227,38.98305085,264.2184553,7636.346513,8.662900121,3.169177645,10,5,5,0.628060264,2.406361161,0,3.248587571,0,1.949152542,5,1.212806026,3.984934087,0,0,0.596359078,0,3.624936489,45.22401578
little lamb meatballs in a spicy eggplant tomato sauce,4,26.39999999,8,123,1284,808.0000005,21.5000001,6.6,49.8,8.000000001,596.8,10.99999998,109.2,4.500000009,0,12,0,56,138,420,-5.247675081,4.351040313,0.636597151,117.7380958,272.7142857,3268.190476,60.23809513,598,24.64285719,0,65.71428571,0,306.6666667,755.7142857,4424.761907,36.14285714,144.5714285,43.80952381,673.5714286,7031.428571,43.80952382,1.962301596,10,2.042619048,5,2.3,4.563492073,0,5,0,3.833333333,4.723214286,5,5,0,0,0,0,0,49.42496034
little meat loaves,2,38.29999998,13,165.9999999,1918.999999,633.9999995,48.8000001,1,68.6,31,880,9,261.3,5.999999994,0,13,0,39,50,678,-10.32067163,4.593158704,0.999998196,165.5457231,232.7138643,2985.250737,30.53097345,886.4159292,20.35398228,0,44.10029499,0,132.300885,169.6165192,2150.737461,3.392330383,129.9262536,44.10029499,563.1268433,6509.882003,105.1622419,2.759095384,10,1.865781711,2.544247788,3.409292035,3.769255978,0,5,0,1.653761062,1.060103245,3.072482088,0.678466077,0,0,0,0,0,35.81248537
lizzy217s lamb gyros,4,32.10000001,12,77.0000001,2131.000001,613.9999985,67.5999999,3.5,58.2,9.999999986,950.4,13.00000002,504.4,5.999999994,1.133333334,14,0,67,302,698,-10.28344934,3.97127872,0.897544415,222.750716,191.7765043,3131.690544,42.83667628,1662.063037,19.77077362,3.734479467,46.13180516,0,220.773639,995.1289398,2023.209164,11.53295129,105.773639,39.54154728,253.7249287,7021.919773,32.95128935,3.712511933,10,1.95730659,3.569723024,5,3.661254374,5,5,0,2.759670487,5,2.890298806,2.306590258,0,0,0.771251188,0,0,50.85735547
loaded baked potato salad,3,30.20000002,12,57,745.9999992,1166,45,5.8,37,2.999999993,1204.8,55.00000002,85.8,2.999999997,0,7,1.25,69,118,519,-6.919220961,4.220500143,0.752194204,199.4219653,163.9691715,5339.190751,243.7379577,380.2312139,13.29479767,0,31.02119461,5.539499037,305.7803468,522.9287091,5167.244699,25.70327553,133.8342968,53.17919075,252.6011561,3305.973022,13.29479765,3.323699422,10,3.33699422,5,1.462427746,2.461999569,0,5,5,3.822254335,3.268304432,5,5,0,0,0.789980732,0,2.889714658,55.56539438
loaded egg salad,3,17.20000002,4,209.0000001,474,179.9999985,3.0999999,0.5,19.6,1.999999985,795.2,1.00000002,55.9,1.500000012,0,3,0,14,64,205,-2.848990872,4.360147821,0.999826825,34.78048668,219.902439,8921.756098,11.21951242,627.1707317,16.82926843,0,33.65853659,0,157.0731707,718.0487805,2019.512178,5.609756098,192.97561,44.87804878,2344.87805,5318.04878,22.43902422,0.579674778,10,5,0.934959368,2.412195122,3.11653119,0,5,0,1.963414634,4.487804878,2.885017398,1.12195122,0,0,0,0,1.438250124,38.93979871
lobster pasta,7,49.09999997,23,240,3426,1204,59.4,5.7,95.6,8.000000001,6840,39,367.9,11.99999999,1.133333334,17,0,110,370,879,-17.07182107,4.356468293,1,155.4266212,250.1478953,17897.61092,102.0477816,962.6507395,31.39931737,2.96549109,44.48236633,0,287.8270762,968.14562,3150.39818,14.91467577,128.4755403,60.18202503,627.9863481,8964.505119,20.93287827,2.590443686,10,5,5,3.702502844,5,5,5,0,3.597838453,5,4.500568828,2.982935154,0,0,0,0,1.677320909,59.05160987
lobster ravioli in tomato cream sauce with shrimp,5,20.00000002,11,174,910.9999992,644.999999,68.7,7.8,57.4,8.000000001,2964.8,49.99999998,265.2,8.999999991,0,6,0,67,104,606,-6.293506561,4.209324833,0.881906887,260.7425743,217.8547855,11252.54125,189.7689768,1006.534653,34.15841581,0,22.77227723,0,254.290429,394.7194719,2448.019798,29.6039604,75.90759083,41.74917492,660.3960396,3457.590756,30.36303631,4.345709571,10,5,5,3.871287129,5,0,5,0,3.178630363,2.4669967,3.49717114,5,0,0,0,0,0.180470427,52.54026533
lobster tails in champagne,4,27.80000002,17,204.9999999,997.0000008,746.9999985,6.3999999,0.4,71.6,1.000000008,2000,3,188.5,1.500000012,0,10,0,74,62,482,-7.104590833,4.178336303,0.997217251,30.53941861,341.659751,9543.568465,14.3153527,899.4813278,7.157676406,0,47.71784232,0,353.1120332,295.8506224,3564.522814,1.908713693,132.6556018,81.12033195,978.2157672,4757.468883,4.771784271,0.50899031,10,5,1.192946058,3.459543568,1.325495631,0,5,0,4.413900415,1.84906639,5,0.381742739,0,0,0,0,4.242573925,42.37425904
lobster tails steamed in beer,4,1.69999999,0,180,565.9999992,546.999999,4.1000001,0,72.2,0,212.8,0,123.5,1.500000012,0,12,0,57,44,209,2.787423659,4.490070173,0.969335237,45.11961833,794.5454545,2341.818182,0,1359.090909,16.50717717,0,132.0574163,0,627.2727273,484.2105263,6019.617214,0,18.70813386,0,1980.861244,6228.708125,0,0.751993639,10,1.463636364,0,5,3.05688466,0,5,0,5,3.026315789,5,0,3.56091278,5,0,0,5,51.85974323
london broil,4,32.5,6,113.0000001,1192.000001,630,2.4,0.2,89.2,0,484.8,4.99999998,35.1,5.999999994,0,16,1.25,45,38,487,-1.629701595,4.216230784,0.80925476,11.33470226,421.2731006,2289.609856,23.61396294,165.7700205,28.33675562,0,75.56468172,5.90349076,212.5256674,179.4661191,2975.359343,0.944558522,153.4907598,28.33675565,533.6755652,5629.568792,0,0.188911704,10,1.43100616,1.967830245,0.637577002,5,0,5,5,2.656570842,1.121663244,4.250513347,0.188911704,0,0,0,0,5,42.44298425
loose meat on a bun restaurant style,4,16.39999998,6,71.0000001,810,378.999999,22.8999999,1.3,47.2,1.000000008,40,1.00000002,104,5.999999994,0,10,0,27,102,341,-2.7844669,4.169770545,0.649475058,154.4574773,318.3577713,269.7947214,6.74486817,701.4662757,40.46920817,0,67.44868035,0,182.111437,687.9765396,2556.304979,8.768328446,110.6158356,40.46920821,478.8856312,5463.343109,6.744868089,2.574291289,10,0.168621701,0.562072348,2.697947214,5,0,5,0,2.276392962,4.299853372,3.651864255,1.753665689,0,0,0,0,3.929386018,41.91409485
loosemeat sandwiches i,4,32.89999999,11,84.9999999,856.0000008,441,32.6000001,1.7,51.4,12,452.8,7.99999998,126.1,4.500000009,0,11,0,29,122,527,-6.235400741,3.961556006,0.88184779,142.2770403,224.3263757,1976.166983,34.91461092,550.341556,19.63946873,0,48.00759013,0,126.5654649,532.4478178,1924.667932,7.419354839,143.5863377,48.00759013,370.9677415,3735.863381,52.37191652,2.371284005,10,1.235104364,2.90955091,2.116698292,3.636938654,0,5,0,1.582068311,3.327798861,2.749525617,1.483870968,0,0,0,0,0,36.41283998
loosemeat sandwiches iii,4,16.30000002,6,74.0000001,994.9999992,371.999999,24.2000001,1.9,53.2,4.000000001,128,1.99999998,107.9,5.999999994,0,11,0,38,118,356,-2.970271247,4.396825192,0.776265327,156.3483153,343.7078652,826.9662921,12.92134819,697.1067416,38.76404491,0,71.06741573,0,245.505618,762.3595506,2403.37078,12.2752809,105.3089889,38.76404494,478.0898883,6428.370781,25.84269663,2.605805254,10,0.516853933,1.076779015,2.681179775,5,0,5,0,3.068820225,4.764747191,3.433386829,2.45505618,0,0,0,0,0.897984662,41.50061306
loris famous crab cakes,4,9.400000025,1,77.0000001,508.0000008,497.999999,13.8,1.6,41.4,1.999999985,2912,40.00000002,188.5,4.500000009,0,7,0,52,174,225,0.375371513,4.345703208,0.736216384,141.0666667,423.2,29767.11111,408.8888891,1926.888889,46.00000009,0,71.55555556,0,531.5555556,1778.666667,5090.666656,16.35555556,96.08888914,10.22222222,787.1111121,5192.888897,20.44444429,2.351111111,10,5,5,5,5,0,5,0,5,5,5,3.271111111,0,2.444444444,0,0,1.754850113,59.82151678
lorraines club sandwich,4,61.69999999,14,75.9999999,1873.999999,492.0000015,44.1999999,2.6,44.8,5.999999985,1067.2,7.00000002,176.8,5.999999994,0,8,0,51,198,818,-12.15830929,4.26479648,0.973770261,124.2787283,125.9657702,3000.684597,19.68215165,497.1149144,16.87041563,0,22.49388753,0,143.398533,556.7237164,1383.374087,7.310513447,173.4841075,39.36430318,213.6919313,5269.193152,16.87041561,2.071312139,10,1.875427873,1.640179304,1.91198044,3.124151043,0,5,0,1.792481663,3.479523227,1.976248696,1.462102689,0,0,1.438467812,0,2.322156253,36.65556333
louises lasagna,4,33.00000002,16,105.9999999,1996.999999,738.9999995,27.6,2.8,73.6,8.000000001,1510.4,13.00000002,650,5.999999994,0,11,0,53,120,545,-9.634033944,4.326444416,0.837252417,116.4770642,310.6055046,6374.165138,54.86238541,2743.119266,25.32110089,0,46.42201835,0,223.6697248,506.4220183,3118.715594,11.81651376,139.2660551,67.52293578,447.3394491,8427.706419,33.76146789,1.941284404,10,3.983853211,4.57186545,5,4.689092758,0,5,0,2.79587156,3.165137615,4.455307992,2.363302752,0,0,0,0,0,47.96571574
